Key,Summary,Type,Environment,Service,Operation,DueDate,StartDate,Status,Priority,Labels,Assignee,Reporter,Description,LatestComment,Stream,Theme,JiraUrl
DSM-E0197,prd | CyberEngine | ML model deploy,SERVICE_OP,prd,CyberEngine,ML model deploy,2028-03-13,2028-03-13,In Progress,High,service-release||change-management,Logan Snow,Kai Wolfe,CyberEngine ML model deploy applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0197
DSM-E0198,prd | LogicLab | A/B test segment update,SERVICE_OP,prd,LogicLab,A/B test segment update,2028-03-15,2028-03-15,In Progress,Low,service-release||change-management,Phoenix Moon,Avery Hale,LogicLab A/B test segment update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0198
DSM-E0199,stg | StreamNode | ingestion tuning,SERVICE_OP,stg,StreamNode,ingestion tuning,2028-03-17,2028-03-17,In Progress,Low,service-release||change-management,Jordan Storm,Jules Knight,StreamNode ingestion tuning applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0199
DSM-E0200,qa | ZenithCore | token cache flush,SERVICE_OP,qa,ZenithCore,token cache flush,2028-03-19,2028-03-19,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,ZenithCore token cache flush applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0200
DSM-E0201,prd | AlphaLayer | rate limit update,SERVICE_OP,prd,AlphaLayer,rate limit update,2028-03-21,2028-03-21,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,AlphaLayer rate limit update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0201
DSM-E0202,dev | QuantumSync | capacity scaling,SERVICE_OP,dev,QuantumSync,capacity scaling,2028-03-23,2028-03-23,In Progress,High,service-release||change-management,Emerson Rivers,Elliot Hunter,QuantumSync capacity scaling applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0202
DSM-M0045,QuantumCore Auth Migration Complete,MILESTONE,,,Migration,2028-03-08,2028-03-01,Implementing,Medium,milestone||service-release,Phoenix Moon,Quinn Storm,QuantumCore authentication provider migration fully complete. Legacy endpoint decommissioned.,Final validation in progress.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-M0045
DSM-M0046,Platform Security Audit Sign-off,MILESTONE,,,Audit,2028-03-20,2028-03-06,Implementing,Medium,milestone||service-release,Cameron Lane,Jordan Storm,Quarterly security audit covering all production services. Compliance review completed.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0046
DSM-M0047,ZenithCore OIDC Phase 3 Complete,MILESTONE,,,Migration,2028-03-28,2028-03-14,Implementing,Medium,milestone||service-release,Jules Frost,Drew West,ZenithCore OIDC migration phase 3 complete. All relying parties on new endpoint.,Final validation in progress.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-M0047
DSM-P0091,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-04-04,2028-04-04,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 04.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0091
DSM-P0092,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-04-11,2028-04-11,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 11.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0092
DSM-P0093,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-04-18,2028-04-18,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 18.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0093
DSM-P0094,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-04-25,2028-04-25,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of April 25.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0094
DSM-E0203,prd | AlphaLayer | rate limit update,SERVICE_OP,prd,AlphaLayer,rate limit update,2028-04-03,2028-04-03,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,AlphaLayer rate limit update applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0203
DSM-E0204,prd | QuantumSync | capacity scaling,SERVICE_OP,prd,QuantumSync,capacity scaling,2028-04-05,2028-04-05,In Progress,High,service-release||change-management,Drew West,Winter Brooks,QuantumSync capacity scaling applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0204
DSM-E0205,stg | QuantumCore | auth cache flush,SERVICE_OP,stg,QuantumCore,auth cache flush,2028-04-07,2028-04-07,In Progress,Low,service-release||change-management,Riley Flame,Blake Fox,QuantumCore auth cache flush applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0205
DSM-E0206,qa | CoreStream | broker upgrade,SERVICE_OP,qa,CoreStream,broker upgrade,2028-04-09,2028-04-09,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,CoreStream broker upgrade applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0206
DSM-E0207,prd | DataHub | partition rebalance,SERVICE_OP,prd,DataHub,partition rebalance,2028-04-11,2028-04-11,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,DataHub partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0207
DSM-E0208,prd | NovaNode | device certificate renewal,SERVICE_OP,prd,NovaNode,device certificate renewal,2028-04-13,2028-04-13,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,NovaNode device certificate renewal applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0208
DSM-E0209,stg | MatrixNet | schema registry update,SERVICE_OP,stg,MatrixNet,schema registry update,2028-04-15,2028-04-15,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,MatrixNet schema registry update applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0209
DSM-E0210,qa | GammaFlow | threshold calibration,SERVICE_OP,qa,GammaFlow,threshold calibration,2028-04-17,2028-04-17,In Progress,Low,service-release||change-management,Drew West,Winter Brooks,GammaFlow threshold calibration applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0210
DSM-E0211,prd | FusionPoint | fraud rule sync,SERVICE_OP,prd,FusionPoint,fraud rule sync,2028-04-19,2028-04-19,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,FusionPoint fraud rule sync applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0211
DSM-E0212,prd | CyberEngine | velocity check tuning,SERVICE_OP,prd,CyberEngine,velocity check tuning,2028-04-21,2028-04-21,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,CyberEngine velocity check tuning applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0212
DSM-E0213,stg | LogicLab | TTL reconfiguration,SERVICE_OP,stg,LogicLab,TTL reconfiguration,2028-04-23,2028-04-23,In Progress,High,service-release||change-management,Jules Knight,Riley Flame,LogicLab TTL reconfiguration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0213
DSM-E0214,dev | StreamNode | consumer group rebalance,SERVICE_OP,dev,StreamNode,consumer group rebalance,2028-04-25,2028-04-25,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,StreamNode consumer group rebalance applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0214
DSM-M0048,Platform Security Audit Sign-off,MILESTONE,,,Audit,2028-04-08,2028-04-01,Implementing,Medium,milestone||service-release,Jules Frost,Drew West,Quarterly security audit covering all production services. Compliance review completed.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0048
DSM-M0049,ZenithCore OIDC Phase 4 Complete,MILESTONE,,,Migration,2028-04-20,2028-04-06,Implementing,Medium,milestone||service-release,Avery Hale,Emerson Rivers,ZenithCore OIDC migration phase 4 complete. All relying parties on new endpoint.,Final validation in progress.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-M0049
DSM-P0095,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-05-02,2028-05-02,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 02.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0095
DSM-P0096,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-05-09,2028-05-09,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 09.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0096
DSM-P0097,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-05-16,2028-05-16,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 16.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0097
DSM-P0098,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-05-23,2028-05-23,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 23.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0098
DSM-P0099,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-05-30,2028-05-30,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of May 30.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0099
DSM-E0215,prd | CyberEngine | model rollback,SERVICE_OP,prd,CyberEngine,model rollback,2028-05-04,2028-05-04,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,CyberEngine model rollback applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0215
DSM-E0216,stg | LogicLab | SDK update rollout,SERVICE_OP,stg,LogicLab,SDK update rollout,2028-05-07,2028-05-07,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,LogicLab SDK update rollout applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0216
DSM-E0217,qa | StreamNode | pipeline restart,SERVICE_OP,qa,StreamNode,pipeline restart,2028-05-10,2028-05-10,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,StreamNode pipeline restart applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0217
DSM-E0218,prd | ZenithCore | token cache flush,SERVICE_OP,prd,ZenithCore,token cache flush,2028-05-13,2028-05-13,In Progress,Medium,service-release||change-management,Jules Knight,Riley Flame,ZenithCore token cache flush applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0218
DSM-E0219,prd | AlphaLayer | OAuth scope registration,SERVICE_OP,prd,AlphaLayer,OAuth scope registration,2028-05-16,2028-05-16,In Progress,Medium,service-release||change-management,Blake Fox,Phoenix Moon,AlphaLayer OAuth scope registration applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0219
DSM-E0220,stg | QuantumSync | consumer group reset,SERVICE_OP,stg,QuantumSync,consumer group reset,2028-05-19,2028-05-19,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,QuantumSync consumer group reset applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0220
DSM-E0221,qa | QuantumCore | mTLS policy update,SERVICE_OP,qa,QuantumCore,mTLS policy update,2028-05-22,2028-05-22,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,QuantumCore mTLS policy update applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0221
DSM-E0222,dev | CoreStream | partition rebalance,SERVICE_OP,dev,CoreStream,partition rebalance,2028-05-25,2028-05-25,In Progress,High,service-release||change-management,Jules Frost,Jordan Storm,CoreStream partition rebalance applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0222
DSM-BE0014,Spring Growth Campaign 2028,BUSINESS_EVENT,,,Campaign,2028-05-31,2028-05-01,In Progress,High,Event_Launch||service-release,Quinn Storm,Winter Brooks,Spring Growth Campaign 2028 running across all digital channels. The peak demand window is expected from 11/05/2028 to 18/05/2028. All platform teams should ensure capacity is available during this period.,Campaign tracking nominal.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-BE0014
DSM-BE0015,Spring Tech Summit 2028,BUSINESS_EVENT,,,Internal Event,2028-05-22,2028-05-20,In Progress,Medium,Event_Launch||service-release,Quinn Storm,Winter Brooks,Spring Tech Summit 2028 running across all digital channels. All platform teams should ensure capacity is available during this period. Change freeze requested during summit days.,Event concluded successfully.,Expansion Themes,New Initiatives,https://example.atlassian.net/browse/DSM-BE0015
DSM-M0050,ZenithCore OIDC Phase 1 Complete,MILESTONE,,,Migration,2028-05-08,2028-05-01,Implementing,Medium,milestone||service-release,Quinn Storm,Jules Knight,ZenithCore OIDC migration phase 1 complete. All relying parties on new endpoint.,Final validation in progress.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-M0050
DSM-M0051,MatrixNet Schema Registry v4.5 GA,MILESTONE,,,Release,2028-05-20,2028-05-06,Implementing,High,milestone||service-release,Jordan Storm,Winter Brooks,MatrixNet schema registry v4.5 reaches general availability with full backward-compat support.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0051
DSM-P0100,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-06-06,2028-06-06,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 06.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0100
DSM-P0101,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-06-13,2028-06-13,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 13.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0101
DSM-P0102,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-06-20,2028-06-20,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 20.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0102
DSM-P0103,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-06-27,2028-06-27,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of June 27.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0103
DSM-E0223,stg | NovaNode | batch onboarding,SERVICE_OP,stg,NovaNode,batch onboarding,2028-06-04,2028-06-04,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,NovaNode batch onboarding applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0223
DSM-E0224,qa | MatrixNet | registry v-bump,SERVICE_OP,qa,MatrixNet,registry v-bump,2028-06-07,2028-06-07,In Progress,Low,service-release||change-management,Elliot Hunter,Cameron Shade,MatrixNet registry v-bump applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0224
DSM-E0225,prd | GammaFlow | model distribution push,SERVICE_OP,prd,GammaFlow,model distribution push,2028-06-10,2028-06-10,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,GammaFlow model distribution push applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0225
DSM-E0226,prd | FusionPoint | fraud rule sync,SERVICE_OP,prd,FusionPoint,fraud rule sync,2028-06-13,2028-06-13,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,FusionPoint fraud rule sync applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0226
DSM-E0227,stg | CyberEngine | model rollback,SERVICE_OP,stg,CyberEngine,model rollback,2028-06-16,2028-06-16,In Progress,Medium,service-release||change-management,Kai Wolfe,Cameron Lane,CyberEngine model rollback applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0227
DSM-E0228,qa | LogicLab | SDK update rollout,SERVICE_OP,qa,LogicLab,SDK update rollout,2028-06-19,2028-06-19,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,LogicLab SDK update rollout applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0228
DSM-E0229,prd | StreamNode | pipeline restart,SERVICE_OP,prd,StreamNode,pipeline restart,2028-06-22,2028-06-22,In Progress,Medium,service-release||change-management,Elliot Hunter,Cameron Shade,StreamNode pipeline restart applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Data Science,https://example.atlassian.net/browse/DSM-E0229
DSM-E0230,prd | ZenithCore | token cache flush,SERVICE_OP,prd,ZenithCore,token cache flush,2028-06-25,2028-06-25,In Progress,Medium,service-release||change-management,Avery Hale,Drew West,ZenithCore token cache flush applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Customer Facing Foundations,https://example.atlassian.net/browse/DSM-E0230
DSM-E0231,dev | AlphaLayer | OAuth scope registration,SERVICE_OP,dev,AlphaLayer,OAuth scope registration,2028-06-28,2028-06-28,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,AlphaLayer OAuth scope registration applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,RocketScience Themes,Data Entry Tools,https://example.atlassian.net/browse/DSM-E0231
DSM-M0052,MatrixNet Schema Registry v4.6 GA,MILESTONE,,,Release,2028-06-08,2028-06-01,Implementing,High,milestone||service-release,Drew West,Elliot Hunter,MatrixNet schema registry v4.6 reaches general availability with full backward-compat support.,Final validation in progress.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-M0052
DSM-M0053,FusionPoint PSP Integration v4.6,MILESTONE,,,Release,2028-06-20,2028-06-06,Implementing,High,milestone||service-release,Emerson Rivers,Riley Flame,FusionPoint PSP integration v4.6 released. New acquirer endpoints and improved routing.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0053
DSM-M0054,GammaFlow Rule Engine v4.6 Release,MILESTONE,,,Release,2028-06-28,2028-06-14,Implementing,High,milestone||service-release,Jules Knight,Logan Snow,GammaFlow fraud rule engine v4.6 released. Updated velocity checks and threshold calibration.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0054
DSM-P0104,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-07-04,2028-07-04,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 04.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0104
DSM-P0105,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-07-11,2028-07-11,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 11.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0105
DSM-P0106,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-07-18,2028-07-18,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 18.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0106
DSM-P0107,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-07-25,2028-07-25,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of July 25.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0107
DSM-E0232,qa | QuantumSync | lag recovery,SERVICE_OP,qa,QuantumSync,lag recovery,2028-07-03,2028-07-03,In Progress,Low,service-release||change-management,Quinn Storm,Emerson Rivers,QuantumSync lag recovery applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0232
DSM-E0233,prd | QuantumCore | token issuance tuning,SERVICE_OP,prd,QuantumCore,token issuance tuning,2028-07-05,2028-07-05,In Progress,Medium,service-release||change-management,Winter Brooks,Logan Snow,QuantumCore token issuance tuning applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0233
DSM-E0234,prd | CoreStream | partition rebalance,SERVICE_OP,prd,CoreStream,partition rebalance,2028-07-07,2028-07-07,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,CoreStream partition rebalance applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0234
DSM-E0235,stg | DataHub | schema migration,SERVICE_OP,stg,DataHub,schema migration,2028-07-09,2028-07-09,In Progress,High,service-release||change-management,Drew West,Winter Brooks,DataHub schema migration applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0235
DSM-E0236,qa | NovaNode | edge cache flush,SERVICE_OP,qa,NovaNode,edge cache flush,2028-07-11,2028-07-11,In Progress,Low,service-release||change-management,Riley Flame,Blake Fox,NovaNode edge cache flush applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0236
DSM-E0237,prd | MatrixNet | registry v-bump,SERVICE_OP,prd,MatrixNet,registry v-bump,2028-07-13,2028-07-13,In Progress,Low,service-release||change-management,Elliot West,Jules Frost,MatrixNet registry v-bump applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,New Initiatives,Infra Pillars,https://example.atlassian.net/browse/DSM-E0237
DSM-E0238,prd | GammaFlow | velocity rule sync,SERVICE_OP,prd,GammaFlow,velocity rule sync,2028-07-15,2028-07-15,In Progress,Medium,service-release||change-management,Quinn Storm,Emerson Rivers,GammaFlow velocity rule sync applied to prd environment. Scheduled maintenance window.,Change completed successfully. All checks passed.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0238
DSM-E0239,stg | FusionPoint | acquirer endpoint switch,SERVICE_OP,stg,FusionPoint,acquirer endpoint switch,2028-07-17,2028-07-17,In Progress,High,service-release||change-management,Cameron Shade,Elliot West,FusionPoint acquirer endpoint switch applied to stg environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-E0239
DSM-E0240,qa | CyberEngine | ML model deploy,SERVICE_OP,qa,CyberEngine,ML model deploy,2028-07-19,2028-07-19,In Progress,High,service-release||change-management,Cameron Lane,Quinn Storm,CyberEngine ML model deploy applied to qa environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-E0240
DSM-E0241,dev | LogicLab | A/B test segment update,SERVICE_OP,dev,LogicLab,A/B test segment update,2028-07-21,2028-07-21,In Progress,Low,service-release||change-management,Drew West,Winter Brooks,LogicLab A/B test segment update applied to dev environment. Scheduled maintenance window.,Operation validated. Promoting to next environment.,Expansion Themes,Back End,https://example.atlassian.net/browse/DSM-E0241
DSM-BE0016,Summer Engagement Campaign 2028,BUSINESS_EVENT,,,Campaign,2028-07-31,2028-07-01,In Progress,High,Event_Launch||service-release,Drew West,Riley Flame,Summer Engagement Campaign 2028 running across all digital channels. The peak demand window is expected from 13/07/2028 to 21/07/2028. All platform teams should ensure capacity is available during this period.,Campaign tracking nominal.,Expansion Themes,Gaming,https://example.atlassian.net/browse/DSM-BE0016
DSM-M0055,FusionPoint PSP Integration v4.7,MILESTONE,,,Release,2028-07-08,2028-07-01,Implementing,High,milestone||service-release,Jules Knight,Logan Snow,FusionPoint PSP integration v4.7 released. New acquirer endpoints and improved routing.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0055
DSM-M0056,GammaFlow Rule Engine v4.7 Release,MILESTONE,,,Release,2028-07-20,2028-07-06,Implementing,High,milestone||service-release,Winter Brooks,Cameron Shade,GammaFlow fraud rule engine v4.7 released. Updated velocity checks and threshold calibration.,Final validation in progress.,Digital Enablers,Payment Systems,https://example.atlassian.net/browse/DSM-M0056
DSM-P0108,CAB | Weekly Change Advisory Board,PEAK_SEASON_PROTECTION_WINDOW,,,Change Advisory Board,2028-08-01,2028-08-01,Scheduled,Medium,PeakSeasonProtectionWindow||service-release,Cameron Lane,Jules Knight,Weekly Change Advisory Board session. Review and approve all production changes for the week of August 01.,Session scheduled.,,,https://example.atlassian.net/browse/DSM-P0108
